org_name,shared_companies,shared_big_companies,group_size,countries_worked_in_together,worked_together_time,worked_together_time_big,communication_skills,emotional_intelligence,shared_languages,shared_skills,endorsements,skill_synergy,years_studied_together,level_studied_together,shared_projects,shared_publications,prior_experience_scale,founders_with_prior_technical_experience,founders_with_prior_business_experience,founders_with_good_network,founders_with_marketing_experience,founders_with_finance_experience,founders_with_legal_experience,founders_resilient,rd_costs,set_up_costs,brand_loyalty,legal_barriers,capital_requirements,years_to_breakeven,market_saturation,companies_that_failed,prior_founding_experience,previous_big_tech_experience,institution_level,average_publications,average_education,highest_education,average_extroversion,leadership_roles,years_of_experience,years_post_grad,countries_worked_in_average,average_GPA,average_awards,success
Occasion,0,0,4,0,0,0,0,0,1,0,0,0,0.0,,0,0,2,0,4,1,3,1,0,1,4.0,5.0,5.0,3.0,5.0,3,20,5,0,0,2,0.0,2.0,Masters,0.0,2.0,7.0,1.0,1.0,3.5,0.0,0
OccasionGenius,,,1,,,,1,0,,,,0,,,,,3,1,1,1,1,0,0,0,5.0,6.0,6.0,4.0,6.0,3,5,10,2,0,2,0.0,2.0,Bachelors,4.0,2.0,8.0,9.0,2.0,3.6,0.0,0
Occo,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,0,2,1,1,0,0,0,6.0,6.0,5.0,5.0,8.0,3,20,10,0,0,2,0.0,1.0,Bachelors,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0
Occuspace,0,0,3,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,1,1,0,0,0,0,0,5.0,5.0,5.0,4.0,6.0,3,10,5,1,0,2,0.0,1.0,Bachelors,2.0,1.0,3.0,1.0,1.0,3.5,0.0,0
OceanComm,1,0,2,1,3,0,2,0,3,15,0,2,6.0,Doctoral,0,0,5,2,1,2,0,0,0,2,8.0,7.0,4.0,6.0,7.0,5,4,1,2,1,1,0.0,3.0,PHD,3.0,3.0,11.0,9.0,1.0,3.5,5.0,0
Oco cameras,1,0,3,1,1,0,3,2,2,15,0,1,0.0,,0,0,2,2,2,3,2,1,0,2,4.0,5.0,5.0,3.0,6.0,3,5,2,2,2,2,0.0,2.0,Masters,3.0,1.0,5.0,4.0,1.0,3.5,0.0,0
Octane,2,0,3,3,2,0,3,2,3,0,0,1,3.0,Bachelors,0,0,5,2,2,3,1,0,1,2,6.0,7.0,5.0,5.0,6.0,3,10,5,3,2,2,2.0,2.0,Masters,4.0,6.0,8.0,4.0,3.0,3.5,1.0,1
Octane Technologies,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,3.0,4.0,5.0,3,10,3,1,0,1,0.0,1.0,Bachelor,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0
Octet Scientific,,,1,,,,0,0,,,,0,,,,,3,1,0,1,0,0,0,0,7.0,6.0,5.0,6.0,7.0,3,5,1,0,0,1,5.0,2.0,PHD,3.0,1.0,16.0,2.0,1.0,3.5,0.0,0
Ocular Data Systems,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,0,0,0,0,0,5.0,4.0,5.0,6.0,7.0,3,10,2,0,0,4,0.0,1.0,Bachelors,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Ocular Science,1,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,1,0,1,0,0,0,5.0,6.0,5.0,6.0,7.0,4,5,2,2,0,2,1.5,2.5,PHD,3.0,2.0,14.0,6.0,1.0,3.4,0.0,0
Oculomotor Technologies,3,0,3,1,1,0,0,1,4,0,0,0,3.0,Doctoral,0,0,4,3,2,1,1,0,0,2,5.0,6.0,4.0,5.0,6.0,3,10,2,2,0,2,0.0,3.0,PHD,3.0,5.0,11.0,6.0,1.0,3.6,1.0,0
Oculus,,,1,,,,0,0,,,,0,,,,,5,1,0,0,0,0,0,0,8.0,8.0,8.0,8.0,8.0,3,5,1,2,1,1,0.0,2.0,Bachelors,4.0,1.0,18.0,19.0,1.0,3.8,1.0,1
Ocupath,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,7.0,5.0,5.0,5.0,6.0,3,10,5,0,0,1,0.0,2.0,Doctoral (PHD),3.0,1.0,7.0,5.0,1.0,3.6,0.0,0
Ocusell,,,1,,,,1,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,6.0,7.0,5.0,7.0,3,5,2,0,0,3,0.0,2.0,Bachelors,4.0,1.0,10.0,5.0,1.0,3.5,0.0,0
Odd Networks,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,6.0,6.0,7.0,3.0,5.0,3,3,5,1,1,2,0.0,1.0,Bachelors,2.0,1.0,8.0,2.0,1.0,3.5,0.0,0
Odysys,,,1,,,,0,0,,,,0,,,,,2,0,2,0,1,1,0,0,7.0,7.0,6.0,4.0,8.0,2,50,10,2,0,2,0.0,2.0,Masters,4.0,1.0,15.0,5.0,1.0,3.5,0.0,0
Off Day Trainer,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,1,0,1,5.0,5.0,7.0,5.0,7.0,3,5,3,1,0,3,0.0,2.0,Bachelors,3.0,1.0,15.0,18.0,1.0,3.0,0.0,0
Off Planet Research,0,0,2,0,0,0,0,0,2,1,0,0,0.0,,0,0,0,1,0,0,0,0,0,0,5.0,5.0,3.0,4.0,6.0,4,3,5,0,0,4,0.0,2.0,Bachelor's,3.0,1.0,0.0,6.0,0.0,3.5,0.0,0
OffGridBox,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,1,0,0,5.0,6.0,7.0,5.0,6.0,5,20,10,1,0,2,0.0,2.0,Masters,3.0,2.0,10.0,11.0,1.0,3.5,0.0,0
Offerpad,,,1,,,,0,0,,,,0,,,,,5,1,1,1,0,0,1,1,5.0,7.0,6.0,3.0,7.0,2,50,20,1,2,2,0.5,2.0,JD,3.0,2.0,20.0,10.0,1.0,3.5,1.0,1
OfficerReports.com,,,1,,,,1,0,,,,0,,,,,4,1,1,1,1,0,1,1,6.0,6.0,5.0,4.0,5.0,3,5,3,1,0,1,0.0,2.0,Masters,4.0,1.0,13.0,11.0,1.0,0.0,0.0,0
OffrBox,,,1,,,,1,0,,,,0,,,,,4,1,1,1,0,1,0,0,4.0,5.0,8.0,4.0,6.0,3,8,5,1,1,1,0.0,2.0,Masters,4.0,1.0,20.0,7.0,1.0,3.5,0.0,0
Offsiter,,,1,,,,0,0,,,,0,,,,,3,0,1,0,0,0,0,0,5.0,6.0,7.0,5.0,8.0,3,3,0,1,0,3,0.0,1.0,Bachelors,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0
OhmniLabs,,,1,,,,0,0,,,,0,,,,,4,1,1,1,0,0,0,1,5.0,7.0,5.0,5.0,8.0,3,15,10,3,1,1,0.0,2.0,PHD,4.0,2.0,13.0,11.0,1.0,3.7,1.0,0
Ohza,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,1,0,0,6.0,6.0,8.0,5.0,6.0,3,8,5,1,1,2,0.0,2.0,Bachelors,3.0,1.0,7.0,5.0,1.0,3.6,0.0,0
OkCopay,,,1,,,,0,0,,,,0,,,,,3,0,1,0,1,0,0,0,7.0,8.0,7.0,6.0,8.0,3,5,2,1,0,1,0.0,2.0,MBA,3.0,1.0,15.0,5.0,0.0,0.0,0.0,0
Okio,0,0,2,0,0,0,0,0,4,0,0,0,0.0,,0,0,2,0,2,0,1,0,0,1,7.0,5.0,6.0,5.0,7.0,3,5,3,2,1,1,0.0,2.0,MBA,0.0,1.0,16.0,4.0,1.0,0.0,0.0,0
Old Line Spirits,0,0,3,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,1,0,0,1,0,0,5.0,5.0,6.0,4.0,6.0,3,3,2,2,2,2,0.0,2.0,Masters,3.0,2.0,9.0,6.0,3.0,3.3,0.0,0
Olive & June,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,1,0,0,4.0,5.0,6.0,5.0,7.0,3,2,1,0,0,2,0.0,1.0,Bachelors,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0
Oliver,,,1,,,,1,0,,,,0,,,,,2,1,2,1,1,0,0,0,3.0,4.0,6.0,4.0,5.0,2,8,3,1,1,4,0.0,2.0,Bachelors,3.0,1.0,20.0,3.0,2.0,3.5,0.0,0
Oliver Technology Corporation,,,1,,,,0,0,,,,0,,,,,2,0,2,0,0,0,1,0,6.0,6.0,6.0,4.0,6.0,3,10,5,1,0,2,0.0,2.0,Masters,2.0,1.0,12.0,9.0,1.0,3.5,0.0,0
Olivers,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,6.0,5.0,3.0,4.0,3,5,3,0,0,2,0.0,1.0,Bachelors,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0
Olyra,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,6.0,6.0,7.0,5.0,6.0,2,5,1,0,0,2,0.0,2.0,Masters,3.0,1.0,8.0,5.0,1.0,0.0,0.0,0
Omada Health,0,0,3,1,0,0,3,2,2,0,0,2,0.0,,0,0,5,2,2,3,0,0,0,3,5.0,7.0,8.0,6.0,8.0,3,5,0,2,2,2,12.0,2.0,PHD,4.0,5.0,16.0,4.0,1.0,3.5,2.0,1
Ombraz Sunglasses,0,0,2,0,0,0,0,0,3,0,0,1,5.0,Bachelors,0,0,3,0,1,1,1,1,0,0,5.0,4.0,6.0,4.0,5.0,3,5,2,2,1,2,0.0,2.0,Bachelors,3.0,1.0,5.0,7.0,1.0,3.8,0.0,0
Ome,1,0,2,0,0,0,1,0,2,0,0,0,4.0,Bachelors,0,0,1,0,1,2,0,0,0,0,5.0,6.0,5.0,3.0,5.0,3,8,5,0,0,2,0.0,2.0,PHD,2.0,1.0,4.0,2.0,1.0,3.5,0.0,0
Omega Grid,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,1,1,0,0,0,0,7.0,7.0,6.0,5.0,7.0,3,10,5,1,1,2,0.0,2.0,Masters,3.0,1.0,18.0,8.0,1.0,3.5,0.0,0
Omega Ophthalmics,0,0,2,0,0,0,1,0,0,9,0,0,1.0,Doctoral,0,0,2,1,0,1,0,0,0,0,5.0,6.0,5.0,4.0,7.0,5,10,1,1,0,1,0.0,3.0,PHD,3.0,1.0,10.0,10.0,1.0,3.5,0.0,0
Omega Point,0,0,2,1,0,0,1,0,2,0,0,1,2.0,Bachelors,0,0,4,1,1,2,0,0,0,0,5.0,6.0,7.0,4.0,7.0,3,5,3,2,2,2,0.0,2.0,MBA,4.0,1.0,4.0,10.0,2.0,3.5,0.0,0
OmieLife,,,1,,,,0,1,,,,0,,,,,2,0,1,1,1,1,1,1,7.0,6.0,8.0,5.0,6.0,3,10,1,0,3,1,0.0,2.0,MBA,3.0,1.0,20.0,2.0,1.0,3.5,0.0,0
Omni Bioceutical Innovations,,,1,,,,0,0,,,,0,,,,,1,0,1,0,1,0,0,0,5.0,6.0,4.0,5.0,6.0,3,4,2,1,0,3,0.0,1.0,Bachelors,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Omni Labs,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,3.0,4.0,5.0,5.0,4.0,3,10,5,1,0,2,0.0,2.0,Bachelors,4.0,1.0,8.0,10.0,1.0,3.5,0.0,0
OmniMesh,0,0,4,0,0,0,0,0,0,0,0,0,2.0,Bachelors,0,0,1,0,2,0,0,0,0,0,5.0,5.0,4.0,3.0,5.0,3,7,5,4,0,2,0.0,1.0,Bachelor,2.0,1.0,10.0,8.0,1.0,3.4,0.0,0
OmniPreSense,,,1,,,,0,0,,,,0,,,,,2,0,1,1,2,1,0,0,5.0,6.0,7.0,5.0,6.0,3,27,5,1,1,2,0.5,2.0,Bachelors,4.0,1.0,6.0,7.0,1.0,3.0,0.0,0
OmniTier Storage,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,6.0,5.0,4.0,3.0,6.0,3,5,2,1,1,1,0.0,2.0,Masters,0.0,1.0,15.0,8.0,0.0,0.0,0.0,0
OmniValley,,,1,,,,1,0,,,,0,,,,,2,1,1,1,0,1,0,0,5.0,6.0,7.0,5.0,6.0,3,5,1,1,0,2,0.0,2.0,Bachelors,4.0,1.0,10.0,5.0,1.0,3.5,0.0,0
Omnicademy,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,5.0,6.0,3,10,2,0,0,3,0.0,2.0,PHD,0.0,1.0,7.0,1.0,1.0,3.5,0.0,0
Omnicharge,,,1,,,,0,0,,,,0,,,,,3,0,2,1,0,0,0,0,5.0,6.0,7.0,5.0,6.0,3,5,1,1,0,2,6.5,2.0,Masters,1.0,3.0,19.0,13.0,1.0,3.5,0.0,0
Omnify,1,0,2,2,2,0,0,0,0,0,0,0,0.0,,0,0,2,1,1,1,1,0,0,0,5.0,5.0,5.0,3.0,4.0,2,5,2,1,0,2,0.0,2.0,Masters,2.0,1.5,6.0,7.0,1.0,0.0,0.0,0
Omnipaste,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,6.0,5.0,4.0,5.0,6.0,4,3,2,1,0,3,0.0,1.0,Bachelors,2.0,1.0,12.0,11.0,1.0,3.5,0.0,0
Ompractice,0,0,2,0,0,0,1,2,0,0,0,0,0.0,,0,0,2,1,2,2,2,0,0,1,4.0,4.0,5.0,6.0,5.0,3,5,3,1,2,2,0.0,2.0,Bachelors,4.0,2.0,4.0,5.0,1.0,3.5,0.0,0
On Air Parking,,,1,,,,1,0,,,,0,,,,,2,0,1,1,1,1,0,0,5.0,4.0,6.0,4.0,5.0,3,15,2,1,0,2,0.0,2.0,Bachelors,4.0,1.0,8.0,1.5,1.0,3.5,0.0,0
On Second Thought,,,1,,,,1,0,,,,0,,,,,1,0,1,1,1,1,0,0,5.0,5.0,7.0,4.0,6.0,4,10,2,1,0,2,1.0,1.0,Bachelors,4.0,2.0,9.0,4.0,1.0,3.5,1.0,0
On the Road Lending,,,1,,,,1,0,,,,0,,,,,4,0,1,1,0,1,0,1,4.0,5.0,7.0,4.0,6.0,2,3,1,1,0,2,0.0,2.0,Masters,3.0,3.0,23.0,10.0,1.0,3.5,0.0,0
OnFrontiers,3,0,3,2,1,0,3,2,3,9,0,2,1.69,Masters,0,0,4,3,2,3,0,1,0,2,7.0,6.0,5.0,3.0,7.0,3,5,2,2,2,1,1.5,2.0,Masters,4.0,1.67,6.33,3.0,1.67,3.5,0.0,0
OnK√l,,,1,,,,0,0,,,,0,,,,,1,0,1,1,0,0,0,0,5.0,6.0,7.0,5.0,6.0,3,5,1,1,0,2,0.0,1.0,Bachelors,4.0,2.0,25.0,33.0,1.0,3.0,1.0,0
OnPlace inc.,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,6.0,7.0,5.0,6.0,7.0,3,5,2,0,0,2,0.0,2.0,Masters,3.0,1.0,6.0,8.0,1.0,3.5,0.0,0
OnPoint Warranty Solutions,,,1,,,,0,0,,,,0,,,,,4,0,1,0,1,0,0,0,5.0,5.0,7.0,5.0,6.0,2,8,5,0,0,2,0.0,2.0,MBA,4.0,1.0,30.0,7.0,1.0,0.0,0.0,0
OnRule,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,1,1,1,0,0,0,0,5.0,5.0,6.0,4.0,5.0,2,5,2,1,1,3,0.0,2.0,Bachelors,2.0,1.0,18.0,30.0,1.0,3.5,0.0,0
OncoSTING,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,3,5,5,1,0,1,0.0,2.0,Bachelors,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0
Oncoheroes Biosciences,0,0,5,0,0,0,0,1,3,0,0,0,0.0,,0,0,0,1,4,1,1,1,0,1,5.0,7.0,8.0,6.0,7.0,4,5,2,2,1,5,0.0,1.0,Bachelors,3.0,2.6,11.0,6.0,1.0,0.0,0.0,0
Oncolinx,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,2,2,0,2,0,0,0,0,7.0,6.0,5.0,7.0,8.0,3,10,5,2,2,1,0.0,2.0,PhD,4.0,4.0,10.0,10.0,1.0,3.7,1.0,0
Onda Vision Technologies,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,7.0,6.0,4.0,5.0,8.0,3,12,5,0,1,2,0.0,1.0,Bachelors,3.0,1.0,9.0,3.0,1.0,3.5,0.0,0
OndeCare,0,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,1,0,0,0,0,0,4.0,5.0,4.0,5.0,6.0,3,5,2,0,1,2,0.0,2.0,Masters,4.0,2.0,14.0,0.0,1.0,3.5,0.0,0
One City Schools,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,6.0,7.0,8.0,5.0,7.0,3,20,5,1,0,2,0.0,2.0,Masters,0.0,1.0,10.0,9.5,1.0,3.5,2.0,0
One Health Group,0,0,2,0,0,0,2,2,2,20,0,2,3.0,Masters,0,0,4,1,2,0,2,1,0,2,8.0,7.0,5.0,6.0,8.0,2,13,0,2,1,3,0.0,2.0,Masters,3.0,3.0,20.0,8.0,1.0,3.5,2.0,0
One Mind for Research,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,6.0,4.0,5.0,6.0,5,2,0,0,0,3,0.0,1.0,Bachelors,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0
One Month | Learn to Code in 30 Days,1,0,2,1,0,0,1,1,3,27,0,2,1.5,Masters,0,0,5,1,2,1,1,1,0,2,4.0,4.0,3.0,3.0,5.0,2,3,1,2,1,2,1.0,2.0,MA,3.5,1.5,10.0,6.0,2.0,3.4,0.0,0
One Scientific,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,2,2,1,0,1,1,0,0,5.0,6.0,4.0,7.0,7.0,3,8,2,2,0,2,0.0,2.0,Bachelors,3.0,2.0,18.0,8.0,2.0,3.2,0.0,0
One Step Software,,,1,,,,0,0,,,,0,,,,,3,1,1,1,1,1,0,0,5.0,5.0,3.0,4.0,5.0,2,5,2,1,0,2,1.0,2.0,JD,3.0,1.0,10.0,9.0,1.0,3.5,0.0,0
One Touch EMR,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,6.0,5.0,6.0,7.0,6.0,5,3,1,1,0,3,0.0,2.0,D.O.,3.0,1.0,9.0,0.0,1.0,3.5,0.0,0
One Vodka,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,0,0,0,0,0,5.0,5.0,4.0,3.0,5.0,3,7,4,0,0,5,0.0,1.0,None,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
One World Identity,,,1,,,,0,0,,,,0,,,,,5,1,1,1,0,1,0,1,5.0,6.0,7.0,5.0,8.0,3,10,5,1,1,2,0.0,2.0,Bachelors,3.0,1.0,12.0,6.0,1.0,0.0,0.0,0
One to the World,1,0,2,1,3,0,2,1,0,12,0,1,0.0,,0,0,4,2,2,2,2,0,0,2,5.0,5.0,7.0,3.0,6.0,3,5,2,2,2,3,0.0,2.0,Bachelors,4.0,2.0,20.0,12.0,1.0,3.5,0.0,0
OneClick.ai,0,0,4,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,4,0,1,0,0,0,0,7.0,6.0,5.0,4.0,8.0,3,100,2,0,2,2,0.0,2.0,Masters,0.0,1.0,8.0,6.0,1.0,3.5,0.0,0
OneClique,1,0,2,1,0,0,0,0,0,0,0,0,0.0,,0,0,2,0,2,0,0,0,0,0,7.0,6.0,5.0,4.0,6.0,3,10,2,1,0,2,0.0,1.0,Bachelor's,3.0,1.0,14.0,11.0,1.0,0.0,0.0,0
OneFul Health Inc.,1,0,2,1,0,0,1,1,0,25,0,1,0.0,,0,0,4,2,2,1,0,0,0,0,5.0,7.0,4.0,6.0,7.0,2,5,2,2,1,1,0.0,2.0,MBA,4.0,1.0,20.0,7.0,1.0,3.5,0.0,0
OneMob,1,1,2,1,3,2,2,1,0,0,0,2,0.0,,0,0,4,2,2,2,1,1,1,2,4.0,5.0,6.0,7.0,8.0,2,3,1,2,2,2,1.5,2.0,JD,3.0,2.0,15.0,7.0,1.0,3.5,0.0,0
OneStream Software,,,1,,,,0,0,,,,0,,,,,5,1,0,0,0,0,0,0,4.0,4.0,6.0,3.0,4.0,3,5,2,1,1,2,0.0,2.0,Bachelors,4.0,1.0,36.0,36.0,1.0,0.0,0.0,1
OneThree Biotech,0,0,3,2,0,0,2,2,2,0,0,0,1.0,PhD,0,0,4,2,3,3,2,1,0,3,7.0,8.0,5.0,6.0,7.0,2,10,5,2,1,1,1.0,2.0,PhD,4.0,1.0,8.33,5.0,2.0,3.5,1.0,0
OneTrust,,,1,,,,1,1,,,,0,,,,,5,1,1,1,0,0,0,0,8.0,8.0,7.0,6.0,8.0,3,6,3,1,1,2,0.0,2.0,Bachelors,4.0,2.0,10.0,7.0,1.0,3.5,1.0,1
OneUp,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,7.0,6.0,4.0,5.0,3,150,20,1,0,5,0.0,1.0,Bachelors,3.0,1.0,6.0,13.0,1.0,3.3,0.0,0
OneView Commerce,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,5.0,7.0,5.0,4.0,6.0,3,20,5,1,0,4,0.0,2.0,Masters,3.0,1.0,6.0,13.0,1.0,3.5,0.0,0
Onepager,2,0,2,1,3,0,2,1,0,0,0,1,0.0,,0,0,4,2,0,0,0,0,0,0,5.0,4.0,5.0,3.0,6.0,3,20,5,2,0,3,0.0,2.0,Bachelors,2.0,2.0,16.0,4.0,1.0,3.5,0.0,0
Onepanel,1,0,2,1,1,0,1,0,2,0,0,1,0.0,,0,0,3,2,1,2,0,0,0,0,5.0,6.0,7.0,5.0,8.0,3,0,1,2,1,1,0.0,2.0,Bachelors,3.0,2.0,12.0,6.0,2.0,0.0,0.0,0
Onibag,,,1,,,,0,0,,,,0,,,,,2,0,1,0,1,0,0,0,5.0,4.0,6.0,3.0,5.0,3,10,1,1,0,4,0.0,1.0,Bachelors,3.0,1.0,1.0,8.0,1.0,0.0,0.0,0
Onion Corporation,,,1,,,,0,0,,,,0,,,,,2,1,1,0,1,0,0,0,5.0,5.0,6.0,5.0,6.0,3,10,5,1,0,2,0.0,1.0,Bachelors,0.0,1.0,9.0,5.0,1.0,0.0,0.0,0
Online Visas,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,1,0,5.0,6.0,4.0,5.0,6.0,3,8,0,1,0,2,0.0,2.0,Masters,3.0,2.0,25.0,30.0,1.0,3.5,0.0,0
Onsite-CO2,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,5.0,6.0,6.0,5.0,7.0,3,5,4,1,0,0,0.0,1.0,Bachelors,3.0,1.0,3.0,11.0,0.0,0.0,0.0,0
Onēva,0,0,2,0,0,0,1,0,0,0,0,0,0.0,,0,0,1,1,1,1,0,1,0,0,5.0,5.0,5.0,5.0,5.0,3,4,2,1,1,1,0.0,2.0,Masters,3.0,1.0,35.0,40.0,1.0,3.5,1.0,0
Oohly,2,0,3,1,5,0,2,1,1,14,0,2,1.5,Masters,1,0,3,2,2,1,1,0,1,2,4.0,6.0,5.0,3.0,5.0,2,10,1,2,1,2,0.0,2.0,Masters,3.0,1.4,7.0,3.0,1.0,3.3,0.0,0
Oonee,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,6.0,6.0,5.0,5.0,6.0,3,4,2,0,0,2,0.0,2.0,Bachelors,0.0,1.0,8.0,12.0,1.0,0.0,0.0,0
Opargo,1,0,2,1,7,0,0,0,0,0,0,0,1.0,Masters,0,0,5,1,2,0,1,0,0,0,4.0,4.0,5.0,6.0,7.0,3,2,1,2,2,2,0.0,2.0,Masters,2.0,1.0,12.0,10.0,1.0,3.5,3.0,0
Open Coast,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,1,0,0,5.0,6.0,7.0,5.0,6.0,3,15,2,1,0,2,0.0,1.0,Bachelors,2.0,2.0,6.0,1.0,1.0,3.5,0.0,0
Open Earth Foundation,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,5,8,5,1,0,2,3.0,3.0,PHD,3.0,1.0,13.0,5.0,1.0,3.5,0.0,0
Open Energy Group,3,0,3,1,5,0,3,3,2,18,0,2,2.0,Bachelors,0,0,4,2,2,1,1,3,0,2,6.0,7.0,6.0,6.0,7.0,3,10,5,2,2,1,0.67,2.0,PHD,4.0,3.0,10.0,7.0,3.0,3.5,0.0,0
Open Energy Solutions,,,1,,,,0,0,,,,0,,,,,4,1,1,0,0,0,0,0,5.0,6.0,7.0,5.0,6.0,4,3,0,1,5,1,0.0,2.0,Masters,3.0,1.0,30.0,3.0,1.0,3.3,0.0,0
Open Gaming Solutions,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,7.0,7.0,3.0,6.0,3,6,4,1,0,2,0.0,2.0,None,2.0,2.0,36.0,14.0,1.0,0.0,0.0,0
Open Health Network,,,1,,,,0,0,,,,0,,,,,2,1,1,1,1,0,0,0,4.0,7.0,5.0,4.0,6.0,3,10,1,0,1,2,0.0,2.0,Masters,0.0,2.0,20.0,8.0,1.0,0.0,0.0,0
Open Water,0,0,2,0,0,0,1,0,2,0,0,0,3.5,Bachelors,0,0,1,0,2,2,1,0,0,0,5.0,4.0,7.0,5.0,6.0,2,30,5,0,0,1,0.0,2.0,Masters,4.0,2.0,6.0,7.0,1.0,3.5,0.0,0
Open mHealth,1,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,4,2,1,1,0,0,0,1,5.0,4.0,6.0,5.0,5.0,3,5,2,2,1,1,1.0,2.0,PHD,4.0,2.0,5.0,10.0,1.0,3.5,1.0,0
OpenAirplane,1,0,2,1,0,0,0,0,2,0,0,0,0.0,,0,0,2,1,2,0,1,0,0,0,7.0,7.0,6.0,4.0,5.0,3,10,0,2,0,2,0.0,2.0,Bachelors,4.0,3.0,10.0,5.0,1.0,3.5,0.0,0
"OpenBOM (TM) - Newman Cloud, Inc",,,1,,,,1,1,,,,0,,,,,4,1,1,1,0,0,0,1,7.0,6.0,5.0,4.0,7.0,3,5,0,1,1,2,0.0,3.0,PHD,3.0,3.0,20.0,8.0,1.0,3.5,0.0,0
OpenBiome,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,1,0,0,4.0,4.0,6.0,6.0,5.0,3,5,2,1,0,2,0.0,2.0,Masters,0.0,1.0,6.5,9.0,1.0,0.0,0.0,0
OpenCollective,2,0,2,2,2,0,2,2,3,0,0,0,0.0,,0,0,5,2,1,2,0,0,0,2,6.0,5.0,6.0,5.0,7.0,2,5,3,2,1,2,2.0,2.0,Masters,4.0,2.0,12.0,1.0,2.0,3.5,1.0,0
OpenCurriculum,,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,0,0,0,5.0,6.0,7.0,6.0,7.0,3,5,2,0,0,1,1.0,2.0,Masters,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0
OpenDoor,1,0,2,0,0,0,1,1,1,3,0,1,2.0,Masters,0,0,4,1,1,1,0,1,0,1,7.0,8.0,9.0,6.0,8.0,2,5,2,1,1,2,0.0,2.0,Masters,4.0,4.0,20.0,10.0,1.0,3.7,0.0,0
OpenGov,,,1,,,,0,0,,,,0,,,,,4,0,1,1,0,0,1,1,7.0,7.0,6.0,5.0,6.0,3,5,3,1,0,2,0.0,2.0,JD,2.0,3.0,20.0,16.0,1.0,3.7,1.0,1
